ID,comid,main,hydroseq,outlet_comid,gages
4279,1735644,5896,150064061,1736574,
4741,1733526,6495,150064158,1734054,
5905,1733512,8152,150064161,1733512,
4444,1733380,6106,150064176,1733902,
4692,1733368,6432,150064177,1733802,
4244,1732896,5854,150064199,1735570,
4659,1732894,6397,150064200,1734240,
4706,1732838,6449,150064214,1734234,
4151,1732820,5705,150064218,1734226,
5125,1732802,7060,150064221,1734220,
5045,1732750,6951,150064230,1734176,
4660,1732714,6398,150064238,1743124,
4705,1732644,6448,150064255,1734196,
5124,1732608,7059,150064263,1732662,
4667,1732558,6404,150064272,1734118,
5117,1732518,7052,150064281,1733498,
5115,1732476,7050,150064291,1732494,
5204,1732436,7166,150064305,1734058,
4447,1732340,6107,150064331,1732434,
4703,1732334,6446,150064333,1734002,
4252,1732304,5864,150064342,1732304,
4691,1732248,6431,150064354,1743112,
5086,1732228,7008,150064359,1733890,
5114,1732214,7047,150064364,1733382,
4156,1732210,5714,150064366,1732134,
3798,1732204,5169,150064369,1733834,
3999,1732164,5486,150064377,1733838,
5089,1732162,7012,150064378,1733804,
4412,1732146,6066,150064384,1733862,
5087,1732136,7010,150064387,1733822,
4435,1732130,6094,150064388,1732124,
5088,1732120,7011,150064390,1733806,
5853,1732118,8082,150064391,1732118,
5109,1732108,7040,150064393,1733796,
4254,1732096,5867,150064396,1732096,
4438,1732088,6095,150064397,1733734,
5203,1732058,7162,150064402,1733338,
5092,1732036,7018,150064408,1733696,
5855,1732034,8087,150064409,1732034,
5093,1731994,7020,150064417,1733668,
4414,1731992,6068,150064418,1731992,
4163,1731328,5720,150064425,1731328,
5105,1731326,7035,150064426,1731410,
5104,1731324,7034,150064427,1731136,
5866,1731322,8101,150064428,1731322,
5864,1731312,8098,150064431,1731312,
5103,1731310,7032,150064432,1743048,
5862,1731296,8095,150064435,1731296,
5016,1731158,6917,150064447,1731160,
5878,1731152,8115,150064449,1731152,
5857,1731148,8090,150064450,1731148,
5097,1731144,7025,150064451,1731140,
5096,1731128,7024,150064452,1731386,
5868,1731126,8103,150064453,1731126,
5867,1731116,8102,150064455,1731116,
4440,1731114,6099,150064456,1731114,
5858,1731100,8091,150064457,1731100,
5859,1731090,8092,150064459,1731090,
5094,1731076,7022,150064460,1731078,
3655,1731068,4961,150064463,1731080,
3883,1717807,5264,150064986,931020014,
4891,1713324,6720,150065016,1713446,
4356,1713322,6000,150065017,1713322,
4927,1713202,6771,150065021,1715120,
5618,1713200,7735,150065022,1713466,
4926,1713198,6770,150065023,1713464,
4570,1713192,6268,150065024,1713452,
6436,1713188,9014,150065026,1713188,
6438,1713182,9016,150065027,1713182,
6437,1713180,9015,150065028,1713180,
4953,1703668,6826,150065257,1703606,
4956,1703666,6828,150065258,1703622,
4955,1703664,6827,150065259,1703616,
5688,1703662,7826,150065260,1703348,
4382,1703654,6031,150065264,1703346,
3944,1703652,5372,150065265,1703584,
6491,1703320,9130,150065278,1703320,
4958,1703026,6833,150065292,1702800,
4964,1703014,6845,150065298,1702724,
4625,1703010,6341,150065300,1702688,
5703,1702996,7841,150065307,1701798,
4143,1702982,5693,150065314,1702298,
4636,1702962,6356,150065324,1700486,
5769,1702960,7934,150065325,1701552,
4060,1702952,5572,150065329,1702518,
4396,1702950,6044,150065330,1701796,
4634,1702948,6353,150065331,1702492,
4968,1702946,6851,150065332,1702460,
5676,1702944,7811,150065333,1702240,
4937,1702938,6795,150065336,1702450,
4938,1702936,6796,150065337,1702464,
4606,1702934,6317,150065338,1705890,
4218,1702932,5817,150065339,1701760,
4604,1702926,6314,150065342,1701728,
4067,1702918,5583,150065346,1702372,
3985,1702916,5460,150065347,1701692,
5652,1702912,7779,150065349,1701516,
5730,1702326,7882,150065352,1702744,
5715,1702294,7862,150065356,1702698,
5717,1702290,7864,150065357,1702290,
5763,1702288,7927,150065358,1702662,
5704,1702284,7843,150065359,1702654,
5705,1702270,7844,150065360,1702522,
4960,1702264,6837,150065361,1702432,
4949,1702262,6819,150065362,1702598,
6508,1702252,9163,150065363,1702252,
5670,1702250,7805,150065364,1702442,
6484,1702234,9121,150065366,1702234,
4400,1702046,6048,150065378,1700576,
5731,1702034,7883,150065382,1702786,
6518,1701900,9186,150065397,1701900,
6505,1701858,9155,150065400,1701858,
5699,1701834,7838,150065402,1701834,
3909,1701818,5295,150065404,1702552,
4224,1701812,5831,150065405,1702642,
6519,1701808,9189,150065406,1701808,
5698,1701786,7836,150065408,1702858,
6511,1701770,9173,150065410,1701770,
4936,1701720,6794,150065412,1702446,
6460,1701706,9074,150065414,1701706,
4391,1701700,6040,150065415,1701688,
4058,1701694,5571,150065417,24894808,
5710,1701684,7851,150065418,1702484,
4389,1701682,6036,150065419,1702558,
5711,1701678,7852,150065420,1702498,
5681,1701676,7817,150065421,1702766,
4951,1701660,6821,150065422,1702782,
5682,1701656,7818,150065423,1702774,
6498,1701638,9138,150065425,1701638,
5672,1701628,7807,150065428,1702516,
5680,1701626,7816,150065429,1702692,
6453,1701614,9066,150065432,1701614,
6459,1701608,9073,150065433,1701608,
6485,1701602,9122,150065434,1701602,
4614,1701600,6330,150065435,1701600,
5671,1701596,7806,150065436,1703056,
5678,1701588,7815,150065437,1701588,
6488,1701584,9127,150065438,1701584,
5656,1701582,7787,150065439,1702376,
5709,1701578,7850,150065440,1702408,
6479,1701560,9112,150065443,1701560,
5673,1701558,7808,150065444,1702258,
5706,1701554,7845,150065445,1702402,
4409,1701550,6062,150065446,1701550,
6457,1701538,9071,150065449,1701538,
5677,1701530,7813,150065452,1701544,
4942,1701514,6803,150065455,1702360,
6458,1701512,9072,150065456,1701512,
4627,1701500,6345,150065458,1701528,
6509,1701498,9167,150065459,1701498,
6455,1701492,9069,150065460,1701492,
4618,1701470,6332,150065462,1701506,
5633,1701452,7756,150065465,1701476,
4935,1700784,6792,150065466,1699782,
4147,1700780,5699,150065468,1700678,
4983,1700778,6875,150065469,1700802,
5757,1700776,7916,150065470,1700222,
4982,1700774,6873,150065471,1700680,
4933,1700772,6790,150065472,1700620,
4969,1700764,6852,150065476,1700472,
4635,1700760,6354,150065478,1700430,
4995,1700240,6891,150065500,1700216,
4402,1700228,6052,150065502,1700192,
5738,1700226,7892,150065503,1700702,
4997,1700220,6893,150065504,1700612,
4984,1700218,6876,150065505,1700688,
6569,1700212,9266,150065506,1700212,
4639,1700208,6362,150065507,1700676,
4996,1700198,6892,150065510,1700636,
4404,1700184,6053,150065511,1700654,
5759,1700180,7918,150065512,1700588,
5735,1700164,7886,150065513,1700698,
5737,1700156,7889,150065515,1700690,
5640,1700152,7765,150065516,1700592,
5736,1700146,7887,150065517,1700632,
4364,1700144,6008,150065518,1700114,
4601,1700132,6311,150065519,1700650,
5639,1700128,7764,150065520,1700570,
5638,1700086,7762,150065526,1700550,
6445,1700080,9051,150065527,1700080,
5641,1700072,7767,150065528,1700072,
4932,1700056,6788,150065530,1700062,
4637,1700036,6358,150065532,1700036,
5645,1699956,7770,150065542,1700422,
4602,1699842,6313,150065554,1699846,
6452,1699778,9064,150065567,1699778,
3942,1699772,5365,150065568,1699844,
5650,1699768,7776,150065570,1699810,
4238,1699658,5846,150065595,1701508,
5000,1699118,6897,150065597,1699086,
5687,1699116,7825,150065598,1699066,
6492,1699074,9131,150065602,1699074,
6497,1699068,9137,150065603,1699068,
6496,1699042,9136,150065606,1699042,
5002,1699028,6898,150065611,1699028,
3029,1699026,4158,150065612,1699026,
6495,1699020,9135,150065614,1699020,
4053,1698948,5566,150065615,1698644,
4232,1698942,5844,150065618,1698624,
4943,1698936,6807,150065621,1698796,
3903,1698726,5287,150065627,1698726,
5762,1698722,7925,150065628,1698888,
5668,1698716,7804,150065631,1698716,
5685,1698702,7823,150065634,1698878,
5665,1698698,7796,150065635,1698788,
4616,1698642,6331,150065641,1705870,
6573,1698630,9278,150065644,1698630,
6572,1698628,9277,150065645,1698628,
6576,1698626,9290,150065646,1698626,
6478,1698620,9111,150065648,1698620,
4371,1698614,6019,150065650,1698848,
6483,1698610,9120,150065651,1698610,
5764,1698596,7928,150065654,1698596,
5658,1698592,7789,150065655,1698844,
5659,1698590,7790,150065656,1698812,
6494,1698588,9133,150065657,1698588,
4952,1698566,6823,150065663,1698908,
5662,1698552,7794,150065668,1698552,
5683,1698550,7821,150065669,1698898,
5686,1698546,7824,150065670,1698902,
5664,1698520,7795,150065671,1698800,
4526,5999,6230,150067589,3921,
4882,3951,6705,150067634,3993,
4837,3509,6652,150067650,3887,
5530,3501,7610,150067651,3893,
5532,3207,7612,150067692,4005,
6340,3181,8841,150067696,3181,
4883,3179,6706,150067697,3899,
3090,1731408.1,4158,,1731414,
3090,1731408.2,4158,,1731414,
3154,1731416.1,4231,,1743130,
3154,1731416.2,4231,,1743130,
3178,1713454.1,4277,,1713454.1,01029500
3179,1713454.2,4277,,1713456,01029500
3362,1736588.1,4560,,1735754,
3363,1736588.2,4560,,1735746,
3534,1736600.1,4778,,1736600.1,
4048,1698718.2,5562,,1698718.2,
5761,1699058.2,7922,,1699058.2,
3535,1736600.2,4778,,1737268,
